virus	study_strain_name	date	region	country	general_location	ird_strain_name	ird_accession
H3N2	A/Texas/64/2007	2007-11-05	USACanada	USA	Texas	A/Texas/64/2007	KP457561
H3N2	A/Texas/91/2007	2007-12-10	USACanada	USA	Texas	A/Texas/91/2007	KP458272
H3N2	A/Texas/2999/2012	2012-03-26	USACanada	USA	Texas	A/Texas/2999/2012	CY120884
H3N2	A/Texas/NHRC0001/2002	2002-01-22	USACanada	USA	Texas	A/Texas/NHRC0001/2002	CY091101
H3N2	A/Texas/NHRC0001/2005	2005-02-16	USACanada	USA	Texas	A/Texas/NHRC0001/2005	CY091133
H3N2	A/Texas/NHRC0001/2006	2006-02-13	USACanada	USA	Texas	A/Texas/NHRC0001/2006	CY091037
H3N2	A/Texas/NHRC0001/2011	2011-01-25	USACanada	USA	Texas	A/Texas/NHRC0001/2011	CY091557
H3N2	A/Texas/NHRC0002/2005	2005-12-19	USACanada	USA	Texas	A/Texas/NHRC0002/2005	CY091021
H3N2	A/Texas/NHRC0002/2006	2006-04-04	USACanada	USA	Texas	A/Texas/NHRC0002/2006	CY091069
H3N2	A/Texas/UR06_0603/2007	2007-03-14	USACanada	USA	Texas	A/Texas/UR06_0603/2007	CY028475
H3N2	A/Thailand/18/2009	2009-09-17	SoutheastAsia	Thailand	Thailand	A/Thailand/18/2009	KP458135
H3N2	A/Thailand/141/2005	2005-04-11	SoutheastAsia	Thailand	Thailand	A/Thailand/141/2005	EF566227
H3N2	A/Thailand/142/2005	2005-04-10	SoutheastAsia	Thailand	Thailand	A/Thailand/142/2005	EF566224
H3N2	A/Thailand/151/2005	2005-04-25	SoutheastAsia	Thailand	Thailand	A/Thailand/151/2005	EF566218
H3N2	A/Thailand/166/2006	2006-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/166/2006	AB501427
H3N2	A/Thailand/263/2005	2005-07-12	SoutheastAsia	Thailand	Thailand	A/Thailand/263/2005	EF566287
H3N2	A/Thailand/271/2007	2007-09-20	SoutheastAsia	Thailand	Thailand	A/Thailand/271/2007	KP457553
H3N2	A/Thailand/0316/2009	2009-08-10	SoutheastAsia	Thailand	Thailand	A/Thailand/0316/2009	KP459173
H3N2	A/Thailand/356/2008	2008-02-26	SoutheastAsia	Thailand	Thailand	A/Thailand/356/2008	KP459364
H3N2	A/Thailand/419/2008	2008-03-21	SoutheastAsia	Thailand	Thailand	A/Thailand/419/2008	KP458243
H3N2	A/Thailand/419/2009	2009-08-09	SoutheastAsia	Thailand	Thailand	A/Thailand/419/2009	KP457164
H3N2	A/Thailand/508/2008	2008-05-22	SoutheastAsia	Thailand	Thailand	A/Thailand/508/2008	KP456894
H3N2	A/Thailand/534/2008	2008-06-02	SoutheastAsia	Thailand	Thailand	A/Thailand/534/2008	KP458064
H3N2	A/Thailand/562/2008	2008-06-21	SoutheastAsia	Thailand	Thailand	A/Thailand/562/2008	KP457152
H3N2	A/Thailand/677/2007	2007-09-13	SoutheastAsia	Thailand	Thailand	A/Thailand/677/2007	KP456457
H3N2	A/Thailand/860/2008	2008-10-03	SoutheastAsia	Thailand	Thailand	A/Thailand/860/2008	KP458963
H3N2	A/Thailand/911/2010	2010-10-07	SoutheastAsia	Thailand	Thailand	A/Thailand/911/2010	KP458496
H3N2	A/Thailand/944/2008	2008-11-06	SoutheastAsia	Thailand	Thailand	A/Thailand/944/2008	KP456577
H3N2	A/Thailand/947/2008	2008-11-03	SoutheastAsia	Thailand	Thailand	A/Thailand/947/2008	KP457521
H3N2	A/Thailand/981/2008	2008-11-12	SoutheastAsia	Thailand	Thailand	A/Thailand/981/2008	KP458216
H3N2	A/Thailand/998/2008	2008-11-03	SoutheastAsia	Thailand	Thailand	A/Thailand/998/2008	KP456818
H3N2	A/THAILAND/80891/2001	2001-09-02	SoutheastAsia	Thailand	Thailand	A/Thailand/80891/2001	KP456342
H3N2	A/Thailand/128400/2002	2002-03-04	SoutheastAsia	Thailand	Thailand	A/Thailand/128400/2002	KP457750
H3N2	A/Thailand/162496/2002	2002-07-18	SoutheastAsia	Thailand	Thailand	A/Thailand/162496/2002	KP457058
H3N2	A/Thailand/C1_14/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C1_14/2002	DQ179395
H3N2	A/Thailand/C3_3/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_3/2002	DQ179417
H3N2	A/Thailand/C3_6/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_6/2002	DQ179420
H3N2	A/Thailand/C3_9/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_9/2002	DQ179423
H3N2	A/Thailand/C3_10/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_10/2002	DQ179424
H3N2	A/Thailand/C3_14/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_14/2002	DQ179428
H3N2	A/Thailand/C3_16/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_16/2002	DQ179430
H3N2	A/Thailand/C3_25/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_25/2002	DQ179439
H3N2	A/Thailand/C3_37/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_37/2002	DQ179451
H3N2	A/Thailand/C3_38/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/C3_38/2002	DQ179452
H3N2	A/Thailand/CU_B4/2009	2009-06-13	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_B4/2009	GQ902793
H3N2	A/Thailand/CU_B106/2009	2009-06-22	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_B106/2009	GQ983548
H3N2	A/Thailand/CU_B110/2009	2009-06-23	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_B110/2009	GQ902809
H3N2	A/Thailand/CU_B590/2009	2009-07-11	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_B590/2009	GQ902817
H3N2	A/Thailand/CU_B657/2009	2009-07-11	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_B657/2009	GQ902825
H3N2	A/Thailand/CU_B1697/2009	2009-11-10	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_B1697/2009	GU271982
H3N2	A/Thailand/CU_H16/2009	2009-06-17	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_H16/2009	GU271990
H3N2	A/Thailand/CU_H1285/2010	2010-01-21	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_H1285/2010	CY074950
H3N2	A/Thailand/CU_H1443/2010	2010-02-04	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_H1443/2010	CY074958
H3N2	A/Thailand/CU_H1817/2010	2010-03-25	SoutheastAsia	Thailand	Thailand	A/Thailand/CU_H1817/2010	CY074966
H3N2	A/Thailand/CU260/2006	2006-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/CU260/2006	EU021280
H3N2	A/Thailand/Siriraj_01/2003	2003-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/Siriraj_01/2003	EF568925
H3N2	A/Thailand/Siriraj_02/2003	2003-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/Siriraj_02/2003	EF568926
H3N2	A/Thailand/Siriraj_03/2004	2004-02-06	SoutheastAsia	Thailand	Thailand	A/Thailand/Siriraj_03/2004	JN617981
H3N2	A/Thailand/Siriraj_06/2002	2002-06-24	SoutheastAsia	Thailand	Thailand	A/Thailand/Siriraj_06/2002	JN617982
H3N2	A/Thailand/TH_02_505107_ORIGINAL/2002	2002-XX-XX	SoutheastAsia	Thailand	Thailand	A/Thailand/TH_02_505107_ORIGINAL/2002	EU502341
H3N2	A/Thessaloniki/16/2009	2009-01-15	Europe	Greece	Greece	A/Thessaloniki/16/2009	KP457922
H3N2	A/Thessaloniki/19/2009	2009-01-15	Europe	Greece	Greece	A/Thessaloniki/19/2009	KP458753
H3N2	A/Thessaloniki/40/2007	2007-01-25	Europe	Greece	Greece	A/Thessaloniki/40/2007	EU716077
H3N2	A/Thessaloniki/43/2005	2005-02-04	Europe	Greece	Greece	A/Thessaloniki/43/2005	EU716082
H3N2	A/Thessaloniki/90/2006	2006-02-27	Europe	Greece	Greece	A/Thessaloniki/90/2006	EU716081
H3N2	A/Thueringen/2202/2008	2008-XX-XX	Europe	Germany	Germany	A/Thueringen/2202/2008	FJ183468
H3N2	A/Thuringen/75/2008	2008-11-13	Europe	Germany	Germany	A/Thuringen/75/2008	KP456269
H3N2	A/Tianjin_Hedong/114/2007	2007-01-02	NorthChina	China	Tianjin	A/Tianjin_Hedong/114/2007	CY108725
H3N2	A/Tianjin_Hedong/1206/2008	2008-10-19	NorthChina	China	Tianjin	A/Tianjin_Hedong/1206/2008	CY108806
H3N2	A/Tianjin_Jinnan/174_1/2006	2006-XX-XX	NorthChina	China	Tianjin	A/Tianjin_Jinnan/174_1/2006	CY108635
H3N2	A/Tianjin_Tangu/328/2006	2006-12-29	NorthChina	China	Tianjin	A/Tianjin_Tangu/328/2006	CY108634
H3N2	A/Tianjin-Hexi/1399/2010	2010-10-07	NorthChina	China	Tianjin	A/Tianjin Hexi/1399/2010	KP456458
H3N2	A/Tianjin-Hexi/1404/2010	2010-10-10	NorthChina	China	Tianjin	A/Tianjin Hexi/1404/2010	KP457342
H3N2	A/Tianjin-Hexi/1471/2009	2009-11-23	NorthChina	China	Tianjin	A/Tianjin Hexi/1471/2009	KP458211
H3N2	A/Tianjin-Hongqiao/141/2009	2009-03-03	NorthChina	China	Tianjin	A/Tianjin Hongqiao/141/2009	KP457272
H3N2	A/Tianjin-Nankai/1211/2008	2008-12-30	NorthChina	China	Tianjin	A/Tianjin Nankai/1211/2008	KP458841
H3N2	A/Tianjin-Nankai/1687/2010	2010-01-11	NorthChina	China	Tianjin	A/Tianjin Nankai/1687/2010	KP458099
H3N2	A/Tianjin-Ninghe/39/2009	2009-10-27	NorthChina	China	Tianjin	A/Tianjin Ninghe/39/2009	KP456291
H3N2	A/Tianjin-Ninghe/312/2009	2009-10-27	NorthChina	China	Tianjin	A/Tianjin Ninghe/312/2009	KP456990
H3N2	A/Tianjin-Tanggu/1193/2009	2009-11-10	NorthChina	China	Tianjin	A/Tianjin Tanggu/1193/2009	KP459337
H3N2	A/Tianjin/5/2002	2002-01-01	NorthChina	China	Tianjin	A/Tianjin/5/2002	KP457843
H3N2	A/Tianjin/21/2004	2004-XX-XX	NorthChina	China	Tianjin	A/Tianjin/21/2004	CY108492
H3N2	A/Tianjin/70/2001	2001-XX-XX	NorthChina	China	Tianjin	A/Tianjin/70/2001	CY107894
H3N2	A/Tianjin/114/2003	2003-XX-XX	NorthChina	China	Tianjin	A/Tianjin/114/2003	CY108078
H3N2	A/Tianjin/132/2002	2002-11-23	NorthChina	China	Tianjin	A/Tianjin/132/2002	CY107975
H3N2	A/Tianjin/147/2002	2002-11-30	NorthChina	China	Tianjin	A/Tianjin/147/2002	CY107976
H3N2	A/Tianjin/217/2001	2001-12-18	NorthChina	China	Tianjin	A/Tianjin/217/2001	CY107899
H3N2	A/Tianjin/221/2001	2001-12-19	NorthChina	China	Tianjin	A/Tianjin/221/2001	CY107895
H3N2	A/Tianjin/228/2003	2003-12-08	NorthChina	China	Tianjin	A/Tianjin/228/2003	CY108081
H3N2	A/Tianjin/231/2002	2002-XX-XX	NorthChina	China	Tianjin	A/Tianjin/231/2002	CY107920
H3N2	A/Tianjin/245/2001	2001-12-25	NorthChina	China	Tianjin	A/Tianjin/245/2001	CY107883
H3N2	A/Tianjin/252/2001	2001-12-25	NorthChina	China	Tianjin	A/Tianjin/252/2001	CY107908
H3N2	A/Tianjin/257/2001	2001-XX-XX	NorthChina	China	Tianjin	A/Tianjin/257/2001	CY107898
H3N2	A/Tianjin/260/2001	2001-XX-XX	NorthChina	China	Tianjin	A/Tianjin/260/2001	CY107897
H3N2	A/Tianjin/316/2003	2003-12-23	NorthChina	China	Tianjin	A/Tianjin/316/2003	CY108082
H3N2	A/Tianjin/327/2003	2003-12-24	China	China	Tianjin	A/Tianjin/327/2003	CY108077
H3N2	A/Tianjin/327/2003	2003-12-24	NorthChina	China	Tianjin	A/Tianjin/327/2003	CY108077
H3N2	A/Tianjin/449/2005	2005-XX-XX	NorthChina	China	Tianjin	A/Tianjin/449/2005	CY108587
H3N2	A/Tianjin/Hedong112/2008	2008-01-06	NorthChina	China	Tianjin	A/Tianjin Hedong/112/2008	KP457148
H3N2	A/Tianjin/Hongqiao148/2008	2008-04-01	NorthChina	China	Tianjin	A/Tianjin Hongqiao/148/2008	KP456586
H3N2	A/Tianjin/Jinnan15/2007	2007-01-03	NorthChina	China	Tianjin	A/Tianjin Jinnan/15/2007	KP459004
H3N2	A/Tianjin/Jinnan166/2008	2008-04-02	NorthChina	China	Tianjin	A/Tianjin Jinnan/166/2008	KP457939
H3N2	A/Tianjin/Jinnan173/2008	2008-04-14	NorthChina	China	Tianjin	A/Tianjin Jinnan/173/2008	KP457632
H3N2	A/Tianjin/Nankai110/2008	2008-01-07	NorthChina	China	Tianjin	A/Tianjin Nankai/110/2008	KP456943
H3N2	A/TIANJING/13/2002	2002-01-08	NorthChina	China	Tianjin	A/Tianjing/13/2002	KP456922
H3N2	A/TOCHIGI/111/2010	2010-12-20	JapanKorea	Japan	Tochigi	A/Tochigi/111/2010	KP458173
H3N2	A/TOKUSHIMA/5/2010	2010-11-08	JapanKorea	Japan	Tokushima	A/Tokushima/5/2010	KP457060
H3N2	A/TOKYO/51033/2010	2010-11-29	JapanKorea	Japan	Tokyo	A/Tokyo/51033/2010	KP456696
H3N2	A/Torino/14/2008	2008-12-12	Europe	Italy	Italy	A/Torino/14/2008	KP459032
H3N2	A/TOWNSVILLE/4/2000	2000-08-21	Oceania	Australia	Queensland	A/Townsville/4/2000	KP457025
H3N2	A/TOWNSVILLE/24/2001	2001-09-18	Oceania	Australia	Queensland	A/Townsville/24/2001	IRDAccession_1208065
H3N2	A/TOWNSVILLE/60/2010	2010-10-25	Oceania	Australia	Queensland	A/Townsville/60/2010	KP458458
H3N2	A/TOWNSVILLE/86/2010	2010-11-23	Oceania	Australia	Queensland	A/Townsville/86/2010	KP458828
H3N2	A/TOWNSVILLE/87/2010	2010-11-26	Oceania	Australia	Queensland	A/Townsville/87/2010	KP458941
H3N2	A/TOWNSVILLE/92/2010	2010-12-09	Oceania	Australia	Queensland	A/Townsville/92/2010	KP458274
H3N2	A/TOWNSVILLE/93/2010	2010-12-05	Oceania	Australia	Queensland	A/Townsville/93/2010	KP459016
H3N2	A/TOWNSVILLE/97/2010	2010-12-06	Oceania	Australia	Queensland	A/Townsville/97/2010	KP456665
H3N2	A/TOWNSVILLE/98/2010	2010-12-13	Oceania	Australia	Queensland	A/Townsville/98/2010	KP457588
H3N2	A/TOWNSVILLE/100/2010	2010-12-06	Oceania	Australia	Queensland	A/Townsville/100/2010	KP458789
H3N2	A/TOWNSVILLE/102/2010	2010-12-07	Oceania	Australia	Queensland	A/Townsville/102/2010	KP458631
H3N2	A/TOWNSVILLE/104/2010	2010-12-06	Oceania	Australia	Queensland	A/Townsville/104/2010	KP456349
H3N2	A/TOWNSVILLE/105/2010	2010-12-03	Oceania	Australia	Queensland	A/Townsville/105/2010	KP457244
H3N2	A/TOWNSVILLE/106/2010	2010-12-07	Oceania	Australia	Queensland	A/Townsville/106/2010	KP456396
H3N2	A/TOWNSVILLE/117/2010	2010-12-16	Oceania	Australia	Queensland	A/Townsville/117/2010	KP457243
H3N2	A/TOWNSVILLE/122/2010	2010-12-19	Oceania	Australia	Queensland	A/Townsville/122/2010	KP459197
H3N2	A/TOYAMA/95/2010	2010-09-28	JapanKorea	Japan	Toyama	A/Toyama/95/2010	KP456674
H3N2	A/TOYAMA/123/2008	2008-04-03	JapanKorea	Japan	Toyama	A/Toyama/123/2008	KP458930
H3N2	A/Trieste/25/2007	2007-XX-XX	Europe	Italy	Italy	A/Trieste/25/2007	KP458319
H3N2	A/Tumbes/FLU3601/2006	2006-XX-XX	SouthAmerica	Peru	Peru	A/Tumbes/FLU3601/2006	EU521881
H3N2	A/Tumbes/FST1093/2007	2007-XX-XX	SouthAmerica	Peru	Peru	A/Tumbes/FST1093/2007	EU522008
H3N2	A/Tumbes/FST1110/2007	2007-XX-XX	SouthAmerica	Peru	Peru	A/Tumbes/FST1110/2007	EU522009
H3N2	A/Uganda/MUWRP_002/2008	2008-10-13	Africa	Uganda	Uganda	A/Uganda/MUWRP_002/2008	CY087318
H3N2	A/Uganda/MUWRP_010/2008	2008-10-27	Africa	Uganda	Uganda	A/Uganda/MUWRP_010/2008	CY087373
H3N2	A/Uganda/MUWRP_011/2008	2008-10-28	Africa	Uganda	Uganda	A/Uganda/MUWRP_011/2008	CY087381
H3N2	A/Uganda/MUWRP_015/2008	2008-10-31	Africa	Uganda	Uganda	A/Uganda/MUWRP_015/2008	CY087412
H3N2	A/Uganda/MUWRP_020/2008	2008-11-10	Africa	Uganda	Uganda	A/Uganda/MUWRP_020/2008	CY087449
H3N2	A/Ukraine/96/2009	2009-03-25	Europe	Ukraine	Ukraine	A/Ukraine/96/2009	KP458969
H3N2	A/Ukraine/110/2009	2009-04-02	Europe	Ukraine	Ukraine	A/Ukraine/110/2009	KP456459
H3N2	A/Uruguay/0707/2007	2007-05-29	SouthAmerica	Uruguay	Uruguay	A/Uruguay/0707/2007	KP456222
H3N2	A/Uruguay/0710/2007	2007-06-08	SouthAmerica	Uruguay	Uruguay	A/Uruguay/0710/2007	KP458708
H3N2	A/Uruguay/716/2007	2007-06-21	SouthAmerica	Uruguay	Uruguay	A/Uruguay/716/2007	EU716428
H3N2	A/Uruguay/0723/2007	2007-06-15	SouthAmerica	Uruguay	Uruguay	A/Uruguay/0723/2007	KP458370
H3N2	A/Uruguay/2214/2010	2010-11-10	SouthAmerica	Uruguay	Uruguay	A/Uruguay/2214/2010	KP456475
H3N2	A/USA/AF1022/2007	2007-02-05	USACanada	USA	USA	A/USA/AF1022/2007	CY022877
H3N2	A/USA/AF1028/2007	2007-03-12	USACanada	USA	USA	A/USA/AF1028/2007	CY022882
H3N2	A/Utah/04/2010	2010-09-12	USACanada	USA	Utah	A/Utah/04/2010	KP456648
H3N2	A/VD/0916133/100809	2009-08-10	India	India	India	A/Vadodara/0916133/2009	KP459231
H3N2	A/VD/0923277/150909	2009-09-15	India	India	India	A/Vadodara/0923277/2009	KP458332
H3N2	A/Vellore/083883/110208	2008-02-11	India	India	India	A/Vellore/083883/2008	KP459283
H3N2	A/Vellore/094402/061008	2008-10-06	India	India	India	A/Vellore/094402/2008	KP457731
H3N2	A/Vellore/0713786/200107	2007-01-20	India	India	India	A/Vellore/0713786/2007	KP456967
H3N2	A/Vellore/0713788/300107	2007-01-30	India	India	India	A/Vellore/0713788/2007	KP457022
H3N2	A/Vellore/0713789/310107	2007-01-31	India	India	India	A/Vellore/0713789/2007	KP457984
H3N2	A/Vellore/0713790/010207	2007-02-01	India	India	India	A/Vellore/0713790/2007	KP458958
H3N2	A/Vellore/0713791/020207	2007-02-02	India	India	India	A/Vellore/0713791/2007	KP458111
H3N2	A/Vellore/0713793/140607	2007-06-14	India	India	India	A/Vellore/0713793/2007	KP456618
H3N2	A/Vellore/0810737/060308	2008-03-06	India	India	India	A/Vellore/0810737/2008	KP457480
H3N2	A/Vellore/0810738/100408	2008-04-10	India	India	India	A/Vellore/0810738/2008	KP458404
H3N2	A/Vellore/1039869/310809	2009-08-31	India	India	India	A/Vellore/1039869/2009	KP457302
H3N2	A/Vellore/1039878/170909	2009-09-17	India	India	India	A/Vellore/1039878/2009	KP459134
H3N2	A/Venezuela/07/2010	2010-06-16	SouthAmerica	Venezuela	Venezuela	A/Venezuela/07/2010	KP456329
H3N2	A/Venezuela/8241/2007	2007-08-13	SouthAmerica	Venezuela	Venezuela	A/Venezuela/8241/2007	KP457330
H3N2	A/Venezuela/9602/2007	2007-09-04	SouthAmerica	Venezuela	Venezuela	A/Venezuela/9602/2007	KP458551
H3N2	A/VERMONT/1/2001	2001-12-12	USACanada	USA	Vermont	A/Vermont/1/2001	KP457445
H3N2	A/Vermont/02/2010	2010-12-21	USACanada	USA	Vermont	A/Vermont/02/2010	KP458643
H3N2	A/Vermont/UR06_0448/2007	2007-02-26	USACanada	USA	Vermont	A/Vermont/UR06_0448/2007	CY025541
H3N2	A/Vermont/UR06_0512/2007	2007-03-05	USACanada	USA	Vermont	A/Vermont/UR06_0512/2007	CY034406
H3N2	A/VICTORIA/4/2010	2010-05-11	Oceania	Australia	Victoria	A/Victoria/4/2010	KP458654
H3N2	A/VICTORIA/8/2010	2010-08-10	Oceania	Australia	Victoria	A/Victoria/8/2010	KP458485
H3N2	A/Victoria/143/2006	2006-XX-XX	Oceania	Australia	Victoria	A/Victoria/143/2006	EU124070
H3N2	A/Victoria/144/2006	2006-XX-XX	Oceania	Australia	Victoria	A/Victoria/144/2006	EU124071
H3N2	A/VICTORIA/206/2009	2009-06-02	Oceania	Australia	Victoria	A/Victoria/206/2009	KP457114
H3N2	A/VICTORIA/208/2009	2009-06-02	Oceania	Australia	Victoria	A/Victoria/208/2009	KP456255
H3N2	A/Victoria/209/2009	2009-06-02	Oceania	Australia	Victoria	A/Victoria/209/2009	KP459071
H3N2	A/Victoria/210/2009	2009-06-02	Oceania	Australia	Victoria	A/Victoria/210/2009	KP456748
H3N2	A/VICTORIA/244/2009	2009-11-11	Oceania	Australia	Victoria	A/Victoria/244/2009	KP457659
H3N2	A/Victoria/248/2007	2007-07-30	Oceania	Australia	Victoria	A/Victoria/248/2007	CY031833
H3N2	A/VICTORIA/302/2001	2001-03-13	Oceania	Australia	Victoria	A/Victoria/302/2001	KP456328
H3N2	A/Victoria/303/2006	2006-06-06	Oceania	Australia	Victoria	A/Victoria/303/2006	EU124067
H3N2	A/Victoria/500/2007	2007-01-01	Oceania	Australia	Victoria	A/Victoria/500/2007	CY031809
H3N2	A/Victoria/500/2008	2008-07-05	Oceania	Australia	Victoria	A/Victoria/500/2008	KP456380
H3N2	A/Victoria/500/2009	2009-01-12	Oceania	Australia	Victoria	A/Victoria/500/2009	KP458495
H3N2	A/Victoria/502/2009	2009-01-25	Oceania	Australia	Victoria	A/Victoria/502/2009	KP459307
H3N2	A/Victoria/503/2006	2006-06-13	Oceania	Australia	Victoria	A/Victoria/503/2006	EU124064
H3N2	A/VICTORIA/508/2001	2001-07-30	Oceania	Australia	Victoria	A/Victoria/508/2001	KP458169
H3N2	A/VICTORIA/509/2001	2001-08-03	Oceania	Australia	Victoria	A/Victoria/509/2001	KP458849
H3N2	A/Victoria/519/2006	2006-07-01	Oceania	Australia	Victoria	A/Victoria/519/2006	EU124069
H3N2	A/Victoria/520/2006	2006-07-06	Oceania	Australia	Victoria	A/Victoria/520/2006	EU124068
H3N2	A/VICTORIA/523/2000	2000-08-08	Oceania	Australia	Victoria	A/Victoria/523/2000	KP458174
H3N2	A/VICTORIA/532/2000	2000-08-22	Oceania	Australia	Victoria	A/Victoria/532/2000	KP457400
H3N2	A/Victoria/563/2010	2010-08-30	Oceania	Australia	Victoria	A/Victoria/563/2010	KP458436
H3N2	A/VICTORIA/570/2000	2000-11-01	Oceania	Australia	Victoria	A/Victoria/570/2000	KP456686
H3N2	A/VICTORIA/650/2010	2010-10-15	Oceania	Australia	Victoria	A/Victoria/650/2010	KP459210
H3N2	A/VICTORIA/1034/2010	2010-10-30	Oceania	Australia	Victoria	A/Victoria/1034/2010	KP458908
H3N2	A/VICTORIA/1035/2010	2010-10-05	Oceania	Australia	Victoria	A/Victoria/1035/2010	KP458009
H3N2	A/Vienna/25/2007	2007-01-XX	Europe	Austria	Austria	A/Vienna/25/2007	JF340081
H3N2	A/Vienna/28/2006	2006-04-XX	Europe	Austria	Austria	A/Vienna/28/2006	JF340085
H3N2	A/Vietnam/19/2007	2007-01-10	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/19/2007	KP457985
H3N2	A/Vietnam/23/2007	2007-01-12	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/23/2007	KP457297
H3N2	A/Vietnam/167/2010	2010-02-08	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/167/2010	KP456264
H3N2	A/Vietnam/210/2009	2009-06-02	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/210/2009	KP458545
H3N2	A/Vietnam/214/2008	2008-06-10	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/214/2008	KP457375
H3N2	A/Vietnam/225/2010	2010-09-15	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/225/2010	KP459265
H3N2	A/Vietnam/302/2009	2009-06-02	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/302/2009	KP457456
H3N2	A/Vietnam/312/2009	2009-05-05	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/312/2009	KP458288
H3N2	A/Vietnam/409/2009	2009-07-07	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/409/2009	KP456898
H3N2	A/Vietnam/838/2010	2010-07-28	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/838/2010	KP457372
H3N2	A/Vietnam/936/2009	2009-05-05	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/936/2009	KP458550
H3N2	A/Vietnam/0941/2009	2009-05-25	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/0941/2009	KP457146
H3N2	A/Vietnam/1769/2009	2009-06-03	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/1769/2009	KP458973
H3N2	A/Vietnam/N199/2009	2009-05-22	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/N199/2009	KP459259
H3N2	A/Virginia/01/2007	2007-03-14	USACanada	USA	Virginia	A/Virginia/01/2007	KP456735
H3N2	A/Virginia/02/2008	2008-02-01	USACanada	USA	Virginia	A/Virginia/02/2008	KP457429
H3N2	A/Virginia/05/2010	2010-12-27	USACanada	USA	Virginia	A/Virginia/05/2010	KP458590
H3N2	A/Virginia/08/2006	2006-12-19	USACanada	USA	Virginia	A/Virginia/08/2006	EU100723
H3N2	A/VN/1249/2001	2001-07-28	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/1249/2001	KP457996
H3N2	A/VN/1293/2001	2001-08-01	SoutheastAsia	Vietnam	Vietnam	A/Vietnam/1293/2001	KP459228
H3N2	A/Waikato/1/2000	2000-08-09	Oceania	NewZealand	NewZealand	A/Waikato/1/2000	CY011592
H3N2	A/Waikato/2/2002	2002-01-31	Oceania	NewZealand	NewZealand	A/Waikato/2/2002	CY011976
H3N2	A/Waikato/3/2003	2003-06-11	Oceania	NewZealand	NewZealand	A/Waikato/3/2003	CY011728
H3N2	A/Waikato/3/2004	2004-09-03	Oceania	NewZealand	NewZealand	A/Waikato/3/2004	CY013919
H3N2	A/Waikato/3/2005	2005-04-13	Oceania	NewZealand	NewZealand	A/Waikato/3/2005	CY015596
H3N2	A/Waikato/4/2000	2000-08-28	Oceania	NewZealand	NewZealand	A/Waikato/4/2000	CY012624
H3N2	A/Waikato/5/2000	2000-08-30	Oceania	NewZealand	NewZealand	A/Waikato/5/2000	CY011960
H3N2	A/Waikato/5/2001	2001-05-15	Oceania	NewZealand	NewZealand	A/Waikato/5/2001	CY013072
H3N2	A/Waikato/7/2005	2005-08-10	Oceania	NewZealand	NewZealand	A/Waikato/7/2005	CY014071
H3N2	A/Waikato/8/2000	2000-09-18	Oceania	NewZealand	NewZealand	A/Waikato/8/2000	CY016204
H3N2	A/Waikato/8/2005	2005-08-09	Oceania	NewZealand	NewZealand	A/Waikato/8/2005	CY014063
H3N2	A/Waikato/9/2005	2005-08-15	Oceania	NewZealand	NewZealand	A/Waikato/9/2005	CY014111
