virus	study_strain_name	date	region	country	general_location	ird_strain_name	ird_accession
Vic	B/Mississippi/UR06_0492/2007	2007-03-02	USACanada	USA	Mississippi	B/Mississippi/UR06_0492/2007	CY037407
Vic	B/Mississippi/UR06_0550/2007	2007-03-08	EastUSA	USA	Mississippi	B/Mississippi/UR06_0550/2007	CY030697
Vic	B/Mississippi/UR06_0550/2007	2007-03-08	USACanada	USA	Mississippi	B/Mississippi/UR06_0550/2007	CY030697
Vic	B/Mississippi/UR06_0551/2007	2007-03-08	USACanada	USA	Mississippi	B/Mississippi/UR06_0551/2007	CY030705
Vic	B/Missouri/11/2003	2003-01-07	EastUSA	USA	Missouri	B/Missouri/11/2003	CY015240
Vic	B/Missouri/11/2003	2003-01-07	USACanada	USA	Missouri	B/Missouri/11/2003	CY015240
Vic	B/Missouri/NHRC0001/2003	2003-03-04	EastUSA	USA	Missouri	B/Missouri/NHRC0001/2003	CY099442
Vic	B/Missouri/NHRC0001/2003	2003-03-04	USACanada	USA	Missouri	B/Missouri/NHRC0001/2003	CY099442
Vic	B/Missouri/NHRC0001/2006	2006-04-26	EastUSA	USA	Missouri	B/Missouri/NHRC0001/2006	CY099929
Vic	B/Missouri/NHRC0001/2006	2006-04-26	USACanada	USA	Missouri	B/Missouri/NHRC0001/2006	CY099929
Vic	B/Montana/1/2003	2003-03-10	USACanada	USA	Montana	B/Montana/1/2003	CY015251
Vic	B/Montana/1/2003	2003-03-10	WestUSA	USA	Montana	B/Montana/1/2003	CY015251
Vic	B/Montana/01/2009	2009-01-15	WestUSA	USA	Montana	B/Montana/01/2009	GQ340600
Vic	B/Montana/01/2010	2010-12-20	USACanada	USA	Montana	B/Montana/01/2010	JN992932
Vic	B/Montana/01/2010	2010-12-20	WestUSA	USA	Montana	B/Montana/01/2010	JN992932
Vic	B/Montana/02/2009	2009-04-02	WestUSA	USA	Montana	B/Montana/02/2009	GQ451486
Vic	B/MYANMAR/M015/2005	2005-07-19	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M015/2005	KP460894
Vic	B/MYANMAR/M017/2007	2007-06-28	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M017/2007	KP461411
Vic	B/MYANMAR/M020/2005	2005-07-19	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M020/2005	KP459922
Vic	B/MYANMAR/M022/2007	2007-02-07	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M022/2007	KP460721
Vic	B/MYANMAR/M024/2005	2005-07-20	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M024/2005	KP461227
Vic	B/MYANMAR/M044/2007	2007-09-07	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M044/2007	KP459780
Vic	B/MYANMAR/M052/2005	2005-03-08	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M052/2005	KP460276
Vic	B/MYANMAR/M090/2007	2007-07-19	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M090/2007	KP459930
Vic	B/MYANMAR/M108/2007	2007-07-25	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M108/2007	KP460579
Vic	B/MYANMAR/M170/2007	2007-01-08	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M170/2007	KP459781
Vic	B/MYANMAR/M182/2007	2007-02-08	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M182/2007	KP460428
Vic	B/MYANMAR/M239/2007	2007-08-11	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M239/2007	IRDAccession_1210659
Vic	B/MYANMAR/M244/2007	2007-08-11	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M244/2007	KP459865
Vic	B/MYANMAR/M254/2007	2007-08-13	SoutheastAsia	Myanmar	Myanmar	B/Myanmar/M254/2007	KP461366
Vic	B/Nagasaki/10N089/2011	2011-02-24	JapanKorea	Japan	Nagasaki	B/Nagasaki/10N089/2011	JN790307
Vic	B/NAGASAKI/22/2007	2003-01-11	JapanKorea	Japan	Nagasaki	B/Nagasaki/22/2003	KP460868
Vic	B/NAGASAKI/24/2007	2003-02-11	JapanKorea	Japan	Nagasaki	B/Nagasaki/24/2003	KP460225
Vic	B/NAGASAKI/25/2007	2003-09-11	JapanKorea	Japan	Nagasaki	B/Nagasaki/25/2003	KP460126
Vic	B/Nanchang/1/2000	2000-XX-XX	SouthChina	China	Jiangxi	B/Nanchang/1/2000	AF532564
Vic	B/Nanchang/2/97	1997-XX-XX	SouthChina	China	Jiangxi	B/Nanchang/2/97	AY581956
Vic	B/Nanchang/3/95	1995-XX-XX	SouthChina	China	Jiangxi	B/Nanchang/3/95	AY581951
Vic	B/Nanchang/6/96	1996-XX-XX	SouthChina	China	Jiangxi	B/Nanchang/6/96	AF134914
Vic	B/Nanchang/6/98	1998-XX-XX	SouthChina	China	Jiangxi	B/Nanchang/6/98	AY581959
Vic	B/Nanchang/15/97	1997-XX-XX	SouthChina	China	Jiangxi	B/Nanchang/15/97	AY581958
Vic	B/Nara/4/97	1997-XX-XX	JapanKorea	Japan	Nara	B/Nara/4/97	AF100354
Vic	B/NARA/8/2008	2008-02-12	JapanKorea	Japan	Nara	B/Nara/8/2008	KP461484
Vic	B/Nebraska/01/2007	2007-01-26	USACanada	USA	Nebraska	B/Nebraska/01/2007	EU515971
Vic	B/Nebraska/01/2007	2007-01-26	WestUSA	USA	Nebraska	B/Nebraska/01/2007	EU515971
Vic	B/Nebraska/01/2009	2009-01-29	USACanada	USA	Nebraska	B/Nebraska/01/2009	GQ340602
Vic	B/Nebraska/01/2010	2010-11-16	USACanada	USA	Nebraska	B/Nebraska/01/2010	JN992947
Vic	B/Nebraska/01/2010	2010-11-16	WestUSA	USA	Nebraska	B/Nebraska/01/2010	JN992947
Vic	B/Nebraska/02/2007	2007-02-23	USACanada	USA	Nebraska	B/Nebraska/02/2007	EU515908
Vic	B/Nebraska/02/2007	2007-02-23	WestUSA	USA	Nebraska	B/Nebraska/02/2007	EU515908
Vic	B/Nebraska/04/2007	2007-03-09	USACanada	USA	Nebraska	B/Nebraska/04/2007	EU515905
Vic	B/Nebraska/04/2007	2007-03-09	WestUSA	USA	Nebraska	B/Nebraska/04/2007	EU515905
Vic	B/Nebraska/04/2010	2010-12-22	USACanada	USA	Nebraska	B/Nebraska/04/2010	JN992935
Vic	B/Nebraska/04/2010	2010-12-22	WestUSA	USA	Nebraska	B/Nebraska/04/2010	JN992935
Vic	B/NEIMENG/476/2006	2006-03-04	NorthChina	China	Neimenggu	B/Neimeng/476/2006	KP460991
Vic	B/NEPAL/116/2007	2007-09-30	India	Nepal	Nepal	B/Nepal/116/2007	KP460049
Vic	B/NEPAL/1078/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1078/2005	KP460514
Vic	B/NEPAL/1079/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1079/2005	KP460002
Vic	B/NEPAL/1080/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1080/2005	KP459550
Vic	B/NEPAL/1087/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1087/2005	KP460123
Vic	B/NEPAL/1088/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1088/2005	KP460211
Vic	B/NEPAL/1089/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1089/2005	KP460936
Vic	B/NEPAL/1090/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1090/2005	KP461541
Vic	B/NEPAL/1092/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1092/2005	KP459390
Vic	B/NEPAL/1101/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1101/2005	KP459978
Vic	B/NEPAL/1103/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1103/2005	KP460652
Vic	B/NEPAL/1104/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1104/2005	KP460118
Vic	B/NEPAL/1105/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1105/2005	KP460741
Vic	B/NEPAL/1106/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1106/2005	KP461054
Vic	B/NEPAL/1108/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1108/2005	KP461011
Vic	B/NEPAL/1114/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1114/2005	KP460407
Vic	B/NEPAL/1117/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1117/2005	KP459660
Vic	B/NEPAL/1118/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1118/2005	KP461277
Vic	B/NEPAL/1120/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1120/2005	KP460644
Vic	B/NEPAL/1122/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1122/2005	KP460027
Vic	B/NEPAL/1131/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1131/2005	KP459422
Vic	B/NEPAL/1132/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1132/2005	KP460657
Vic	B/NEPAL/1136/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1136/2005	KP461273
Vic	B/NEPAL/1137/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1137/2005	KP459381
Vic	B/NEPAL/1138/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1138/2005	KP459528
Vic	B/NEPAL/1139/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1139/2005	KP459722
Vic	B/Nepal/1331/2005	2005-07-13	India	Nepal	Nepal	B/Nepal/1331/2005	CY019523
Vic	B/NEPAL/1331E/2005	2005-01-01	India	Nepal	Nepal	B/Nepal/1331E/2005	KP460836
Vic	B/NEPAL/1337/2005	2005-07-13	India	Nepal	Nepal	B/Nepal/1337/2005	KP461119
Vic	B/Nevada/1/2005	2005-01-04	USACanada	USA	Nevada	B/Nevada/1/2005	CY015316
Vic	B/Nevada/1/2005	2005-01-04	WestUSA	USA	Nevada	B/Nevada/1/2005	CY015316
Vic	B/Nevada/1/2006	2006-03-06	USACanada	USA	Nevada	B/Nevada/1/2006	CY015406
Vic	B/Nevada/1/2006	2006-03-06	WestUSA	USA	Nevada	B/Nevada/1/2006	CY015406
Vic	B/Nevada/01/2007	2007-03-10	USACanada	USA	Nevada	B/Nevada/01/2007	EU515894
Vic	B/Nevada/01/2007	2007-03-10	WestUSA	USA	Nevada	B/Nevada/01/2007	EU515894
Vic	B/Nevada/2/2003	2003-03-03	USACanada	USA	Nevada	B/Nevada/2/2003	CY015245
Vic	B/Nevada/2/2003	2003-03-03	WestUSA	USA	Nevada	B/Nevada/2/2003	CY015245
Vic	B/Nevada/2/2006	2006-03-28	USACanada	USA	Nevada	B/Nevada/2/2006	CY015407
Vic	B/Nevada/2/2006	2006-03-28	WestUSA	USA	Nevada	B/Nevada/2/2006	CY015407
Vic	B/Nevada/02/2009	2009-04-03	WestUSA	USA	Nevada	B/Nevada/02/2009	GQ451507
Vic	B/Nevada/3/2006	2006-03-09	USACanada	USA	Nevada	B/Nevada/3/2006	CY015408
Vic	B/Nevada/3/2006	2006-03-09	WestUSA	USA	Nevada	B/Nevada/3/2006	CY015408
Vic	B/Nevada/05/2009	2009-09-16	USACanada	USA	Nevada	B/Nevada/05/2009	JN899551
Vic	B/Nevada/2914/2012	2012-04-25	USACanada	USA	Nevada	B/Nevada/2914/2012	CY120799
Vic	B/Nevada/2914/2012	2012-04-25	WestUSA	USA	Nevada	B/Nevada/2914/2012	CY120799
Vic	B/Nevada/2915/2012	2012-04-17	USACanada	USA	Nevada	B/Nevada/2915/2012	CY120800
Vic	B/Nevada/2915/2012	2012-04-17	WestUSA	USA	Nevada	B/Nevada/2915/2012	CY120800
Vic	B/New_Caledonia/3/2006	2006-04-13	Oceania	NewCaledonia	NewCaledonia	B/New_Caledonia/3/2006	CY030227
Vic	B/New_Caledonia/4/2006	2006-04-19	Oceania	NewCaledonia	NewCaledonia	B/New_Caledonia/4/2006	CY030228
Vic	B/New_Caledonia/5/2006	2006-04-24	Oceania	NewCaledonia	NewCaledonia	B/New_Caledonia/5/2006	EU124259
Vic	B/New_Hampshire/01/2009	2009-01-09	USACanada	USA	NewHampshire	B/New_Hampshire/01/2009	GQ340633
Vic	B/New_Jersey/1/2002	2002-02-10	EastUSA	USA	NewJersey	B/New_Jersey/1/2002	CY015231
Vic	B/New_Jersey/1/2002	2002-02-10	USACanada	USA	NewJersey	B/New_Jersey/1/2002	CY015231
Vic	B/New_Jersey/01/2009	2009-01-16	EastUSA	USA	NewJersey	B/New_Jersey/01/2009	GQ340647
Vic	B/New_Jersey/01/2010	2010-12-04	EastUSA	USA	NewJersey	B/New_Jersey/01/2010	JN993142
Vic	B/New_Jersey/01/2010	2010-12-04	USACanada	USA	NewJersey	B/New_Jersey/01/2010	JN993142
Vic	B/New_Jersey/02/2007	2007-01-27	EastUSA	USA	NewJersey	B/New_Jersey/02/2007	EU515975
Vic	B/New_Jersey/02/2007	2007-01-27	USACanada	USA	NewJersey	B/New_Jersey/02/2007	EU515975
Vic	B/New_Jersey/3/2005	2005-01-27	EastUSA	USA	NewJersey	B/New_Jersey/3/2005	CY015352
Vic	B/New_Jersey/3/2005	2005-01-27	USACanada	USA	NewJersey	B/New_Jersey/3/2005	CY015352
Vic	B/New_Jersey/3/2006	2006-06-15	EastUSA	USA	NewJersey	B/New_Jersey/3/2006	EU100729
Vic	B/New_Jersey/3/2006	2006-06-15	USACanada	USA	NewJersey	B/New_Jersey/3/2006	EU100729
Vic	B/New_Mexico/1/2006	2006-03-31	CentralAmerica	Mexico	Mexico	B/New_Mexico/1/2006	CY015417
Vic	B/New_Mexico/01/2010	2010-12-20	CentralAmerica	Mexico	Mexico	B/New_Mexico/01/2010	JN993118
Vic	B/New_Mexico/02/2009	2009-03-18	CentralAmerica	Mexico	Mexico	B/New_Mexico/02/2009	GQ451466
Vic	B/New_Mexico/9/2003	2003-04-14	CentralAmerica	Mexico	Mexico	B/New_Mexico/9/2003	CY015253
Vic	B/New_Mexico/AF2758/2011	2011-01-13	CentralAmerica	Mexico	Mexico	B/New_Mexico/AF2758/2011	CY084380
Vic	B/New_York/01/2007	2007-03-22	EastUSA	USA	NewYork	B/New_York/01/2007	EU515898
Vic	B/New_York/01/2007	2007-03-22	USACanada	USA	NewYork	B/New_York/01/2007	EU515898
Vic	B/New_York/01/2010	2010-09-29	USACanada	USA	NewYork	B/New_York/01/2010	JN993121
Vic	B/New_York/2/2002	2002-02-04	EastUSA	USA	NewYork	B/New_York/2/2002	CY015229
Vic	B/New_York/2/2002	2002-02-04	USACanada	USA	NewYork	B/New_York/2/2002	CY015229
Vic	B/New_York/02/2007	2007-03-26	EastUSA	USA	NewYork	B/New_York/02/2007	EU515969
Vic	B/New_York/02/2007	2007-03-26	USACanada	USA	NewYork	B/New_York/02/2007	EU515969
Vic	B/New_York/2e/2005	2005-03-05	EastUSA	USA	NewYork	B/New_York/2e/2005	CY015361
Vic	B/New_York/2e/2005	2005-03-05	USACanada	USA	NewYork	B/New_York/2e/2005	CY015361
Vic	B/New_York/7/2002	2002-02-13	EastUSA	USA	NewYork	B/New_York/7/2002	CY015232
Vic	B/New_York/7/2002	2002-02-13	USACanada	USA	NewYork	B/New_York/7/2002	CY015232
Vic	B/New_York/09/2007	2007-11-20	USACanada	USA	NewYork	B/New_York/09/2007	EU515998
Vic	B/New_York/18/2003	2003-12-18	EastUSA	USA	NewYork	B/New_York/18/2003	CY015268
Vic	B/New_York/18/2003	2003-12-18	USACanada	USA	NewYork	B/New_York/18/2003	CY015268
Vic	B/NEWJERSEY/6/2005	2005-04-10	USACanada	USA	NewJersey	B/New Jersey/6/2005	KP459629
Vic	B/NEWYORK/1/2002	2002-01-01	USACanada	USA	NewYork	B/New York/1/2002	KP459842
Vic	B/NEWYORK/9/2002	2002-01-01	USACanada	USA	NewYork	B/New York/9/2002	KP460853
Vic	B/NEWYORK/9/2004	2004-02-04	USACanada	USA	NewYork	B/New York/9/2004	KP461347
Vic	B/NEWYORK/10/2002	2002-01-01	USACanada	USA	NewYork	B/New York/10/2002	KP460617
Vic	B/Niigata/10F008/2011	2011-01-17	JapanKorea	Japan	Niigata	B/Niigata/10F008/2011	JN790308
Vic	B/Niigata/10F385/2011	2011-02-10	JapanKorea	Japan	Niigata	B/Niigata/10F385/2011	JN790315
Vic	B/Niigata/10F478/2011	2011-02-10	JapanKorea	Japan	Niigata	B/Niigata/10F478/2011	JN790317
Vic	B/Niigata/10F529/2011	2011-03-01	JapanKorea	Japan	Niigata	B/Niigata/10F529/2011	JN790320
Vic	B/Niigata/10F554/2011	2011-03-07	JapanKorea	Japan	Niigata	B/Niigata/10F554/2011	JN790321
Vic	B/Ningbo/7/2003	2003-01-16	SouthChina	China	Zhejiang	B/Ningbo/7/2003	FJ840467
Vic	B/Ningbo/180/2006	2006-03-04	SouthChina	China	Zhejiang	B/Ningbo/180/2006	FJ840468
Vic	B/Ningbo/217/2008	2008-03-05	SouthChina	China	Zhejiang	B/Ningbo/217/2008	FJ840469
Vic	B/NINGBO/219/2008	2008-03-05	SouthChina	China	Zhejiang	B/Ningbo/219/2008	KP459389
Vic	B/Ningbo/244/2006	2006-03-14	SouthChina	China	Zhejiang	B/Ningbo/244/2006	FJ840471
Vic	B/Ningbo/285/2006	2006-03-21	SouthChina	China	Zhejiang	B/Ningbo/285/2006	FJ840472
Vic	B/Ningbo/346/2007	2007-04-11	SouthChina	China	Zhejiang	B/Ningbo/346/2007	FJ840473
Vic	B/NINGBO/434/2006	2006-04-14	SouthChina	China	Zhejiang	B/Ningbo/434/2006	KP461279
Vic	B/Ningbo/481/2006	2006-04-18	SouthChina	China	Zhejiang	B/Ningbo/481/2006	FJ840474
Vic	B/Ningbo/602/2004	2004-06-04	SouthChina	China	Zhejiang	B/Ningbo/602/2004	FJ840475
Vic	B/Ningbo/1582/2005	2005-12-29	SouthChina	China	Zhejiang	B/Ningbo/1582/2005	FJ840476
Vic	B/North_Carolina/3/2006	2006-10-25	EastUSA	USA	NorthCarolina	B/North_Carolina/3/2006	EU100608
Vic	B/North_Carolina/3/2006	2006-10-25	USACanada	USA	NorthCarolina	B/North_Carolina/3/2006	EU100608
Vic	B/North_Carolina/05/2010	2010-12-03	USACanada	USA	NorthCarolina	B/North_Carolina/05/2010	JN992975
Vic	B/North_Carolina/10/2010	2010-12-17	USACanada	USA	NorthCarolina	B/North_Carolina/10/2010	JN992953
Vic	B/North_Carolina/11/2010	2010-11-29	USACanada	USA	NorthCarolina	B/North_Carolina/11/2010	JN992981
Vic	B/North_Carolina/12/2010	2010-12-20	USACanada	USA	NorthCarolina	B/North_Carolina/12/2010	JN992955
Vic	B/North_Carolina/13/2006	2006-11-18	EastUSA	USA	NorthCarolina	B/North_Carolina/13/2006	EU100482
Vic	B/North_Carolina/13/2006	2006-11-18	USACanada	USA	NorthCarolina	B/North_Carolina/13/2006	EU100482
Vic	B/North_Dakota/01/2006	2006-12-31	USACanada	USA	NorthDakota	B/North_Dakota/01/2006	EU100737
Vic	B/North_Dakota/01/2006	2006-12-31	WestUSA	USA	NorthDakota	B/North_Dakota/01/2006	EU100737
Vic	B/North_Dakota/01/2009	2009-02-05	USACanada	USA	NorthDakota	B/North_Dakota/01/2009	GQ340575
Vic	B/ODESSA/394/2007	2007-03-19	Europe	Ukraine	Ukraine	B/Odessa/394/2007	KP460608
Vic	B/Ohio/1/2005	2005-02-23	EastUSA	USA	Ohio	B/Ohio/1/2005	EF473448
Vic	B/Ohio/1/2005	2005-02-23	USACanada	USA	Ohio	B/Ohio/1/2005	EF473448
Vic	B/Ohio/01/2009	2009-02-05	EastUSA	USA	Ohio	B/Ohio/01/2009	GQ451468
Vic	B/Ohio/01/2011	2011-01-01	EastUSA	USA	Ohio	B/Ohio/01/2011	JQ034243
Vic	B/Ohio/01/2011	2011-01-01	USACanada	USA	Ohio	B/Ohio/01/2011	JQ034243
Vic	B/Ohio/1/X_19/2005	2005-XX-XX	EastUSA	USA	Ohio	B/Ohio/1/X_19/2005	CY015441
Vic	B/Ohio/1/X_19/2005	2005-XX-XX	USACanada	USA	Ohio	B/Ohio/1/X_19/2005	CY015441
Vic	B/Ohio/1e/2005	2005-02-23	EastUSA	USA	Ohio	B/Ohio/1e/2005	CY015437
Vic	B/Ohio/1e/2005	2005-02-23	USACanada	USA	Ohio	B/Ohio/1e/2005	CY015437
Vic	B/Ohio/1e4/2005	2005-02-23	EastUSA	USA	Ohio	B/Ohio/1e4/2005	CY015438
Vic	B/Ohio/1e4/2005	2005-02-23	USACanada	USA	Ohio	B/Ohio/1e4/2005	CY015438
Vic	B/Ohio/UR06_0428/2007	2007-02-26	EastUSA	USA	Ohio	B/Ohio/UR06_0428/2007	CY030831
Vic	B/Ohio/UR06_0428/2007	2007-02-26	USACanada	USA	Ohio	B/Ohio/UR06_0428/2007	CY030831
Vic	B/Ohio/UR06_0572/2007	2007-03-12	EastUSA	USA	Ohio	B/Ohio/UR06_0572/2007	CY037431
Vic	B/Ohio/UR06_0572/2007	2007-03-12	USACanada	USA	Ohio	B/Ohio/UR06_0572/2007	CY037431
Vic	B/OKAYAMA/1/2008	2004-02-27	JapanKorea	Japan	Okayama	B/Okayama/1/2004	KP460400
Vic	B/Oklahoma/1/2006	2006-01-04	WestUSA	USA	Oklahoma	B/Oklahoma/1/2006	CY015395
Vic	B/Oklahoma/2/2006	2006-11-29	WestUSA	USA	Oklahoma	B/Oklahoma/2/2006	EU100483
Vic	B/Oregon/01/2009	2009-02-24	USACanada	USA	Oregon	B/Oregon/01/2009	GQ340651
Vic	B/OSAKA-C/1004/2008	2008-04-12	JapanKorea	Japan	Osaka	B/Osaka/1004/2008	KP459794
Vic	B/OSAKA/1/2008	2004-02-28	JapanKorea	Japan	Osaka	B/Osaka/1/2004	KP461393
Vic	B/OSAKA/15/2008	2008-10-24	JapanKorea	Japan	Osaka	B/Osaka/15/2008	KP460822
Vic	B/OSAKA/16/2007	2007-01-01	JapanKorea	Japan	Osaka	B/Osaka/16/2007	KP460738
Vic	B/Osaka/547/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/547/1997	CY018557
Vic	B/Osaka/710/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/710/1997	AB029621
Vic	B/Osaka/728/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/728/1997	AB029623
Vic	B/Osaka/755/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/755/1997	AB029624
Vic	B/Osaka/837/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/837/1997	AB029626
Vic	B/Osaka/854/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/854/1997	AB029627
Vic	B/Osaka/1036/97	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/1036/97	AB029617
Vic	B/Osaka/1146/1997	1997-XX-XX	JapanKorea	Japan	Osaka	B/Osaka/1146/1997	AB029620
Vic	B/Pachgani/083749/08	2008-XX-XX	India	India	India	B/Pachgani/083749/2008	KP460550
Vic	B/PAPUANEWGUINEA/2/2008	2008-06-04	Oceania	PapuaNewGuinea	PapuaNewGuinea	B/Papua New Guinea/2/2008	KP460100
Vic	B/PAPUANEWGUINEA/3/2008	2008-10-04	Oceania	PapuaNewGuinea	PapuaNewGuinea	B/Papua New Guinea/3/2008	KP459373
Vic	B/PARAGUAY/480/2006	2006-03-08	SouthAmerica	Paraguay	Paraguay	B/Paraguay/480/2006	KP459738
Vic	B/Paraguay/636/2003	2003-12-13	SouthAmerica	Paraguay	Paraguay	B/Paraguay/636/2003	CY018725
Vic	B/Parana/282/2008	2008-06-23	SouthAmerica	Brazil	Brazil	B/Parana/282/2008	CY063353
Vic	B/Parana/286/2008	2008-07-02	SouthAmerica	Brazil	Brazil	B/Parana/286/2008	CY063356
Vic	B/Parana/288/2008	2008-07-04	SouthAmerica	Brazil	Brazil	B/Parana/288/2008	CY063357
Vic	B/Parana/290/2008	2008-06-09	SouthAmerica	Brazil	Brazil	B/Parana/290/2008	CY063358
Vic	B/Parana/292/2008	2008-08-12	SouthAmerica	Brazil	Brazil	B/Parana/292/2008	CY063359
Vic	B/Parana/294/2008	2008-07-10	SouthAmerica	Brazil	Brazil	B/Parana/294/2008	CY063360
Vic	B/Parana/295/2008	2008-07-15	SouthAmerica	Brazil	Brazil	B/Parana/295/2008	CY063361
Vic	B/PARMA/1/03	2003-01-01	Europe	Italy	Italy	B/Parma/1/2003	KP461504
Vic	B/PARMA/1/04	2004-01-01	Europe	Italy	Italy	B/Parma/1/2004	KP461532
Vic	B/PARMA/2/03	2003-01-01	Europe	Italy	Italy	B/Parma/2/2003	KP460259
Vic	B/PARMA/2/04	2004-01-01	Europe	Italy	Italy	B/Parma/2/2004	KP459633
Vic	B/PARMA/3/04	2004-01-01	Europe	Italy	Italy	B/Parma/3/2004	KP461039
Vic	B/PARMA/4/04	2004-01-01	Europe	Italy	Italy	B/Parma/4/2004	KP461586
Vic	B/PARMA/23/02	2002-01-01	Europe	Italy	Italy	B/Parma/23/2002	KP461226
Vic	B/PARMA/24/02	2002-01-01	Europe	Italy	Italy	B/Parma/24/2002	KP460061
Vic	B/PARMA/28/02	2002-01-01	Europe	Italy	Italy	B/Parma/28/2002	KP459425
Vic	B/Pennsylvania/1/2006	2006-01-30	EastUSA	USA	Pennsylvania	B/Pennsylvania/1/2006	CY015390
Vic	B/Pennsylvania/02/2007	2007-02-02	EastUSA	USA	Pennsylvania	B/Pennsylvania/02/2007	EU515959
Vic	B/Pennsylvania/03/2008	2008-12-15	EastUSA	USA	Pennsylvania	B/Pennsylvania/03/2008	GQ340659
Vic	B/Pennsylvania/03/2008	2008-12-15	USACanada	USA	Pennsylvania	B/Pennsylvania/03/2008	GQ340659
Vic	B/Pennsylvania/03/2009	2009-03-15	USACanada	USA	Pennsylvania	B/Pennsylvania/03/2009	GQ451478
Vic	B/Pennsylvania/04/2008	2008-12-31	USACanada	USA	Pennsylvania	B/Pennsylvania/04/2008	GQ340614
Vic	B/Pennsylvania/08/2007	2007-03-15	EastUSA	USA	Pennsylvania	B/Pennsylvania/08/2007	EU515901
Vic	B/Pennsylvania/08/2007	2007-03-15	USACanada	USA	Pennsylvania	B/Pennsylvania/08/2007	EU515901
Vic	B/PERTH/1/2006	2006-01-01	Oceania	Australia	WesternAustralia	B/Perth/1/2006	KP459572
Vic	B/Perth/08/2006	2006-07-05	Oceania	Australia	WesternAustralia	B/Perth/08/2006	EU124244
Vic	B/Perth/12/2004	2004-09-08	Oceania	Australia	WesternAustralia	B/Perth/12/2004	EF566382
Vic	B/Perth/14/2006	2006-07-18	Oceania	Australia	WesternAustralia	B/Perth/14/2006	EU124266
Vic	B/Perth/25/2002	2002-07-09	Oceania	Australia	WesternAustralia	B/Perth/25/2002	CY019731
Vic	B/Perth/33/2004	2004-10-06	Oceania	Australia	WesternAustralia	B/Perth/33/2004	EF566426
Vic	B/PERTH/70/2008	2008-08-28	Oceania	Australia	WesternAustralia	B/Perth/70/2008	KP461213
Vic	B/PERTH/75/2008	2008-08-29	Oceania	Australia	WesternAustralia	B/Perth/75/2008	KP459603
Vic	B/PERTH/93/2008	2008-02-09	Oceania	Australia	WesternAustralia	B/Perth/93/2008	KP460810
Vic	B/PERTH/137/2008	2008-09-09	Oceania	Australia	WesternAustralia	B/Perth/137/2008	KP459977
Vic	B/PERTH/155/2008	2008-10-09	Oceania	Australia	WesternAustralia	B/Perth/155/2008	KP460583
Vic	B/Perth/201/2003	2003-01-22	Oceania	Australia	WesternAustralia	B/Perth/201/2003	EF566112
Vic	B/Perth/255/2006	2006-09-01	Oceania	Australia	WesternAustralia	B/Perth/255/2006	EU124272
Vic	B/PERU/4101/2006	2006-09-04	SouthAmerica	Peru	Peru	B/Peru/4101/2006	KP461425
